time,value
8:45, 0
9:00	0
9:15	0
9:30, 0.14064698
9:45, 0.14064698
10:00, 0
10:15, 0.09376465
10:30, 0.04688233
10:45, 0.04688233
11:00, 0.04688233
11:15, 0
11:30, 0.14064698
11:45, 0
12:00, 0.1875293
12:15, 0.09376465
12:30, 0.04688233
12:45, 0.32817628
13:00, 0.3750586
13:15, 0.32817628
13:30, 0.09376465
13:45, 0.14064698
14:00, 0.23441163
14:15, 0.1875293
14:30, 0.1875293
14:45, 0
15:00, 0.3750586
15:15, 0.28129395
15:30, 0.3750586
15:45, 0.23441163
16:00, 0.14064698
16:15, 0.14064698
16:30, 0
16:45, 0.14064698
17:00, 0
17:15, 0.14064698
17:30, 0.09376465
17:45, 0
18:00, 0.09376465
18:15, 0.04688233
18:30, 0.04688233
18:45, 0.23441163
19:00, 0.04688233
19:15, 0.14064698
19:30, 0.14064698
19:45, 0.14064698
