time,value
8:45, 0.147167035
9:00, 0.883002208
9:15, 0.662251656
9:30, 0.147167035
9:45, 0.110375276
10:00, 0.147167035
10:15, 0.110375276
10:30, 0.220750552
10:45, 0.294334069
11:00, 0.331125828
11:15, 0.183958793
11:30, 0.735835173
11:45, 0.772626932
12:00, 0.919793966
12:15, 0.846210449
12:30, 1.177336277
12:45, 0.772626932
13:00, 0.919793966
13:15, 1.140544518
13:30, 0.772626932
13:45, 0.331125828
14:00, 0.441501104
14:15, 0.220750552
14:30, 0.735835173
14:45, 0.993377483
15:00, 0.735835173
15:15, 0.367917586
15:30, 0.515084621
15:45, 0.735835173
16:00, 0.662251656
16:15, 0.441501104
16:30, 0.441501104
16:45, 0.478292862
17:00, 0.588668138
17:15, 0.331125828
17:30, 0.441501104
17:45, 0.515084621
18:00, 0.478292862
18:15, 0.55187638
18:30, 0.147167035
18:45, 0.147167035
19:00, 0.073583517
19:15, 0.183958793
19:30, 0
19:45, 0
