time,value
08:45,0.347222222
09:00,0.231481481
09:15,0.115740741
09:30,0.038580247
09:45,0
10:00,0.154320988
10:15,0.154320988
10:30,0.115740741
10:45,0.154320988
11:00,0
11:15,0.115740741
11:30,0.115740741
11:45,0.308641975
12:00,0.540123457
12:15,0.385802469
12:30,0.270061728
12:45,0.50154321
13:00,0.733024691
13:15,0.694444444
13:30,0.655864198
13:45,0.038580247
14:00,0.115740741
14:15,0.694444444
14:30,0.347222222
14:45,0.462962963
15:00,0.617283951
15:15,0.655864198
15:30,0.038580247
15:45,0.077160494
16:00,0.308641975
16:15,0.462962963
16:30,0.887345679
16:45,0.385802469
17:00,0.578703704
17:15,0.231481481
17:30,0.270061728
17:45,0.270061728
18:00,0.270061728
18:15,0.540123457
18:30,0.231481481
18:45,0.231481481
19:00,0.462962963
19:15,0.347222222
19:30,0
19:45,0.115740741
