time,value
8:45, 0.404709345
9:00, 0.220750552
9:15, 0.073583517
9:30, 0
9:45, 0.073583517
10:00, 0.073583517
10:15, 0.110375276
10:30, 0.220750552
10:45, 0.294334069
11:00, 0.110375276
11:15, 0.147167035
11:30, 0.220750552
11:45, 0.441501104
12:00, 0.625459897
12:15, 0.625459897
12:30, 0.404709345
12:45, 0.404709345
13:00, 0.846210449
13:15, 0.699043414
13:30, 1.030169242
13:45, 0.257542311
14:00, 0.294334069
14:15, 0.220750552
14:30, 0.073583517
14:45, 0.331125828
15:00, 0.846210449
15:15, 0.588668138
15:30, 0.183958793
15:45, 0.110375276
16:00, 0.147167035
16:15, 0.220750552
16:30, 0.257542311
16:45, 0.588668138
17:00, 0.183958793
17:15, 0.036791759
17:30, 0.257542311
17:45, 0.257542311
18:00, 0.367917586
18:15, 0.515084621
18:30, 0.441501104
18:45, 0.294334069
19:00, 0.257542311
19:15, 0.404709345
19:30, 0.183958793
19:45, 0.110375276
