time,value

8:45, 0.609756098
9:00, 0.406504065
9:15, 0.040650407
9:30, 0.162601626
9:45, 0.040650407
10:00, 0.162601626
10:15, 0.365853659
10:30, 0.081300813
10:45, 0.243902439
11:00, 0.203252033
11:15, 0.406504065
11:30, 0.569105691
11:45, 0.162601626
12:00, 0.040650407
12:15, 0.162601626
12:30, 0.406504065
12:45, 0.162601626
13:00, 0.365853659
13:15, 0.12195122
13:30, 0.406504065
13:45, 0.284552846
14:00, 0.243902439
14:15, 0.081300813
14:30, 0.040650407
14:45, 0.243902439
15:00, 0.081300813
15:15, 0.12195122
15:30, 0.081300813
15:45, 0.406504065
16:00, 0.12195122
16:15, 0.243902439
16:30, 0.162601626
16:45, 0.203252033
17:00, 0.243902439
17:15, 0
17:30, 0.12195122
17:45, 0.12195122
18:00, 0.12195122
18:15, 0.243902439
18:30, 0
18:45, 0.203252033
19:00, 0.040650407
19:15, 0.325203252
19:30, 0
19:45, 0
