time,value
8:45, 0.243902439
9:00, 0.162601626
9:15, 0
9:30, 0.040650407
9:45, 0.081300813
10:00, 0.12195122
10:15, 0.12195122
10:30, 0.162601626
10:45, 0.081300813
11:00, 0
11:15, 0
11:30, 0.203252033
11:45, 0.203252033
12:00, 0.12195122
12:15, 0.081300813
12:30, 0.081300813
12:45, 0.609756098
13:00, 0.243902439
13:15, 0
13:30, 0.203252033
13:45, 0.487804878
14:00, 0.243902439
14:15, 0
14:30, 0.243902439
14:45, 0
15:00, 0.650406504
15:15, 0.12195122
15:30, 0.081300813
15:45, 0
16:00, 0.203252033
16:15, 0.528455285
16:30, 0.162601626
16:45, 0.203252033
17:00, 0.325203252
17:15, 0.528455285
17:30, 0.12195122
17:45, 0.081300813
18:00, 0.12195122
18:15, 0.040650407
18:30, 0.243902439
18:45, 0.203252033
19:00, 0.243902439
19:15, 0.203252033
19:30, 0.243902439
19:45, 0
