time,value
8:45, 0.220750552
9:00, 0.331125828
9:15, 0.036791759
9:30, 0.147167035
9:45, 0.183958793
10:00, 0.110375276
10:15, 0.147167035
10:30, 0.183958793
10:45, 0.367917586
11:00, 0.073583517
11:15, 0.183958793
11:30, 0.110375276
11:45, 0.294334069
12:00, 0.993377483
12:15, 0.662251656
12:30, 0.80941869
12:45, 0.699043414
13:00, 0.441501104
13:15, 1.030169242
13:30, 1.066961001
13:45, 0.588668138
14:00, 0.441501104
14:15, 0.846210449
14:30, 0.515084621
14:45, 0.367917586
15:00, 0.404709345
15:15, 0.515084621
15:30, 0.441501104
15:45, 0.478292862
16:00, 0.515084621
16:15, 0.110375276
16:30, 0.515084621
16:45, 0.515084621
17:00, 0.993377483
17:15, 0.331125828
17:30, 0.515084621
17:45, 0.257542311
18:00, 0.588668138
18:15, 0.441501104
18:30, 0.625459897
18:45, 0.404709345
19:00, 0.588668138
19:15, 0.331125828
19:30, 0.367917586
19:45, 0.662251656
