time,value
08:45,0.231481481
09:00,0.347222222
09:15,0.192901235
09:30,0.154320988
09:45,0.077160494
10:00,0.077160494
10:15,0
10:30,0.424382716
10:45,0.154320988
11:00,0.077160494
11:15,0.077160494
11:30,0.077160494
11:45,0.540123457
12:00,0.694444444
12:15,0.154320988
12:30,0.540123457
12:45,0.540123457
13:00,0.655864198
13:15,0.964506173
13:30,0.848765432
13:45,0.385802469
14:00,0.231481481
14:15,0.077160494
14:30,0.462962963
14:45,0.617283951
15:00,1.890432099
15:15,0.192901235
15:30,0
15:45,0.270061728
16:00,0.462962963
16:15,0.077160494
16:30,0.810185185
16:45,0.887345679
17:00,0.655864198
17:15,0.270061728
17:30,0.50154321
17:45,0.347222222
18:00,0.964506173
18:15,0.385802469
18:30,0.192901235
18:45,0.424382716
19:00,0.347222222
19:15,0.50154321
19:30,0.308641975
19:45,0
