time,value
8:45, 0.243902439
9:00, 0.081300813
9:15, 0.081300813
9:30, 0
9:45, 0.040650407
10:00, 0.081300813
10:15, 0.12195122
10:30, 0.487804878
10:45, 0
11:00, 0
11:15, 0
11:30, 0.040650407
11:45, 0.447154472
12:00, 0.528455285
12:15, 0.040650407
12:30, 0.569105691
12:45, 0.447154472
13:00, 0.081300813
13:15, 0
13:30, 0.325203252
13:45, 0.162601626
14:00, 0.081300813
14:15, 0
14:30, 0
14:45, 0
15:00, 0.162601626
15:15, 0.12195122
15:30, 0.040650407
15:45, 0
16:00, 0.162601626
16:15, 0.12195122
16:30, 0.203252033
16:45, 0.284552846
17:00, 0.487804878
17:15, 0.162601626
17:30, 0
17:45, 0.243902439
18:00, 0.691056911
18:15, 0.243902439
18:30, 0.406504065
18:45, 0.162601626
19:00, 0.243902439
19:15, 0.12195122
19:30, 0.12195122
19:45, 0.0148721
