time,value
8:45, 0
9:00, 0.404709345
9:15, 0.073583517
9:30, 0
9:45, 0.073583517
10:00, 0.110375276
10:15, 0.073583517
10:30, 0.183958793
10:45, 0.110375276
11:00, 0.257542311
11:15, 0.257542311
11:30, 0.036791759
11:45, 0.183958793
12:00, 0.441501104
12:15, 0.55187638
12:30, 0.55187638
12:45, 0.441501104
13:00, 0.588668138
13:15, 1.030169242
13:30, 0.625459897
13:45, 0.294334069
14:00, 0.441501104
14:15, 0.183958793
14:30, 0.257542311
14:45, 0.147167035
15:00, 0.257542311
15:15, 0.588668138
15:30, 0.735835173
15:45, 0.147167035
16:00, 0.183958793
16:15, 0.220750552
16:30, 0.367917586
16:45, 0.588668138
17:00, 0.441501104
17:15, 0.515084621
17:30, 0.55187638
17:45, 0.772626932
18:00, 0.367917586
18:15, 0.367917586
18:30, 0.478292862
18:45, 0.441501104
19:00, 0.80941869
19:15, 0.55187638
19:30, 0.257542311
19:45, 0.883002208
