time,value
08:45,0.077160494
09:00,0.231481481
09:15,0
09:30,0.038580247
09:45,0.192901235
10:00,0.077160494
10:15,0.154320988
10:30,0.115740741
10:45,0.077160494
11:00,0.308641975
11:15,0
11:30,0.077160494
11:45,0.347222222
12:00,0.50154321
12:15,0.308641975
12:30,0.154320988
12:45,0.154320988
13:00,0.270061728
13:15,0.308641975
13:30,0.462962963
13:45,0.308641975
14:00,0.308641975
14:15,0.077160494
14:30,0
14:45,0.231481481
15:00,0.385802469
15:15,0.270061728
15:30,0.308641975
15:45,0.154320988
16:00,0.038580247
16:15,0.192901235
16:30,0.347222222
16:45,0.115740741
17:00,0.154320988
17:15,0.385802469
17:30,0.270061728
17:45,0.038580247
18:00,0.192901235
18:15,0.308641975
18:30,0.578703704
18:45,0.038580247
19:00,0.115740741
19:15,0.115740741
19:30,0.077160494
19:45,0.231481481
