time,value
8:45, 0.270062
9:00, 0.231481
9:15, 0.03858
9:30, 0.115741
9:45, 0.07716
10:00, 0.07716
10:15, 0.115741
10:30, 0.270062
10:45, 0.154321
11:00, 0.231481
11:15, 0.115741
11:30, 0.115741
11:45, 0.501543
12:00, 0.655864
12:15, 0.308642
12:30, 0.462963
12:45, 0.655864
13:00, 1.311728
13:15, 0.964506
13:30, 0.848765
13:45, 1.157407
14:00, 0.617284
14:15, 0.231481
14:30, 0.192901
14:45, 0.694444
15:00, 1.311728
15:15, 1.929012
15:30, 0.540123
15:45, 0.347222
16:00, 0.347222
16:15, 0.462963
16:30, 0.694444
16:45, 0.385802
17:00, 0.347222
17:15, 0.308642
17:30, 0.385802
17:45, 1.118827
18:00, 1.041667
18:15, 1.041667
18:30, 0.733025
18:45, 0.771605
19:00, 0.578704
19:15, 0.270062
19:30,0.501543
19:45, 0.578704
